Episode,Reward,Epsilon
54,-324.27246408943256,0.7590483508202912
55,-217.98629491146875,0.7552531090661897
56,-85.34807824738986,0.7514768435208588
57,-102.2160024309202,0.7477194593032545
58,-113.41716844733033,0.7439808620067382
59,-118.5578556020315,0.7402609576967045
60,-38.41341509430852,0.736559652908221
61,-119.42596206797437,0.7328768546436799
62,-78.95449758399158,0.7292124703704616
63,-313.6869441308695,0.7255664080186093
64,36.57742047684417,0.7219385759785162
65,-78.90222149732908,0.7183288830986236
66,-218.6672958528469,0.7147372386831305
67,-17.704803652626893,0.7111635524897149
68,-19.911148755701632,0.7076077347272662
69,-52.84358662235165,0.7040696960536299
70,-66.76264026044167,0.7005493475733617
71,-116.08333311619327,0.697046600835495
72,-84.96566067370058,0.6935613678313175
73,-86.01328800846075,0.6900935609921609
74,-34.52264598415695,0.6866430931872001
75,-140.69989287181042,0.6832098777212641
76,-12.851481719026694,0.6797938283326578
77,-36.4314740584101,0.6763948591909945
78,-76.83420310635023,0.6730128848950395
79,-87.27017163458552,0.6696478204705644
80,-85.8482700693554,0.6662995813682115
81,-73.02079792725354,0.6629680834613705
82,-63.00492261931354,0.6596532430440636
83,-48.167771065328544,0.6563549768288433
84,-147.00001524682327,0.653073201944699
85,-105.1129087270712,0.6498078359349755
86,-173.65362098563654,0.6465587967553006
87,-75.90883814408733,0.6433260027715241
88,8.12762176789876,0.6401093727576664
89,-71.90008211507157,0.6369088258938781
90,-14.195469567560863,0.6337242817644086
91,-54.85670017506811,0.6305556603555866
92,-9.151997097924635,0.6274028820538087
93,-75.79798212299029,0.6242658676435396
94,-56.50648003426076,0.6211445383053219
95,-81.25381185607537,0.6180388156137953
96,-154.66522024773678,0.6149486215357263
97,-95.98388833944173,0.6118738784280476
98,-0.5575854323756886,0.6088145090359074
99,-116.02405043603244,0.6057704364907278
100,-73.20447119814779,0.6027415843082742
101,-43.84367291440999,0.5997278763867329
102,-47.925255684596095,0.5967292370047992
103,-295.307496283163,0.5937455908197752
104,-53.68040212800467,0.5907768628656763
105,-78.73177681130632,0.5878229785513479
106,-51.09001920176428,0.5848838636585911
107,-88.37305290203548,0.5819594443402982
108,-59.615240387114014,0.5790496471185967
109,-56.025976779410485,0.5761543988830038
110,-22.982577455764826,0.5732736268885887
111,-176.4116118763979,0.5704072587541458
112,-46.56798447842367,0.567555222460375
113,-52.86827250062015,0.5647174463480732
114,-60.85591578945515,0.5618938591163328
115,-87.14616970933092,0.5590843898207511
116,3.7040498430306457,0.5562889678716474
117,-33.2710035330406,0.5535075230322891
118,-32.12619680708332,0.5507399854171277
119,-7.867106630979592,0.547986285490042
120,-68.25749783132056,0.5452463540625918
121,-56.23691126358867,0.5425201222922789
122,-11.442315677420638,0.5398075216808175
123,-74.37348303176765,0.5371084840724134
124,-64.99656329397457,0.5344229416520513
125,-18.376027319035003,0.531750826943791
126,-28.84592383967913,0.5290920728090721
127,3.6554725250426543,0.5264466124450268
128,-74.32852293419373,0.5238143793828016
129,-98.91511364786427,0.5211953074858876
130,-2.943955513447335,0.5185893309484582
131,-104.25984019317886,0.5159963842937159
132,-10.878269331521935,0.5134164023722473
133,-330.7940036152961,0.510849320360386
134,-169.46040333967602,0.5082950737585841
135,-19.16535948481797,0.5057535983897912
136,18.90341165520391,0.5032248303978422
137,-22.842367552414032,0.500708706245853
138,9.977966200519901,0.4982051627146237
139,-5.3891606344266165,0.49571413690105054
140,-43.55710728956387,0.4932355662165453
141,-0.42459997448085574,0.4907693883854626
142,-51.82829754941109,0.4883155414435353
143,-48.15339124253313,0.4858739637363176
144,-203.9009481778893,0.483444593917636
145,19.3633868945236,0.4810273709480478
146,1.9937450942617119,0.47862223409330756
147,-43.36079247494402,0.47622912292284103
148,-46.03360898370636,0.4738479773082268
149,34.78136572707257,0.47147873742168567
150,-28.724462258121235,0.46912134373457726
151,-21.18281884185169,0.46677573701590436
152,25.934223705901204,0.46444185833082485
153,7.817243728717244,0.46211964903917074
154,-53.60808394021795,0.4598090507939749
155,10.724266236961512,0.457510005540005
156,-61.91832328970695,0.45522245551230495
157,20.517089735614547,0.4529463432347434
158,-88.83021825581767,0.4506816115185697
159,-47.0185279588011,0.4484282034609769
160,-50.13172150064052,0.446186062443672
161,-83.94039760287968,0.4439551321314536
162,-33.554011518932256,0.4417353564707963
163,-37.01735019474313,0.43952667968844233
164,-36.240015796834655,0.43732904629000013
165,23.718273707196985,0.4351424010585501
166,-82.72447988241868,0.43296668905325736
167,-35.085085963361905,0.43080185560799106
168,-7.910446566268121,0.4286478463299511
169,-58.177145598119694,0.42650460709830135
170,-340.281015712227,0.42437208406280985
171,-8.488205411510098,0.4222502236424958
172,-27.812530494300802,0.42013897252428334
173,-73.04871336971294,0.4180382776616619
174,-182.64028926611653,0.4159480862733536
175,7.027067049176765,0.41386834584198684
176,-37.99727118132215,0.4117990041127769
177,-60.437814499375115,0.40974000909221303
178,-79.41833544791915,0.40769130904675194
179,-52.233471568223884,0.40565285250151817
180,-111.8124872059071,0.4036245882390106
181,-17.144342983196566,0.4016064652978155
182,-7.659526036937862,0.3995984329713264
183,-280.3800469802653,0.3976004408064698
184,-232.57589836415139,0.39561243860243744
185,-145.47811145745757,0.3936343764094253
186,-25.974379043491183,0.39166620452737816
187,-102.92132518419454,0.3897078735047413
188,-35.11632078697755,0.3877593341372176
189,-286.5348275055197,0.3858205374665315
190,-519.7747905388557,0.38389143477919885
191,-50.208452312215435,0.3819719776053028
192,20.747657699939282,0.3800621177172763
193,-65.96677643509952,0.37816180712868996
194,-335.02214629265336,0.37627099809304654
195,-183.73830970885075,0.3743896431025813
196,-206.88488190999107,0.37251769488706843
197,-74.97291874645263,0.3706551064126331
198,-344.73106093255933,0.36880183088056995
199,-140.63638231290236,0.3669578217261671
200,-93.59111630471882,0.36512303261753626
201,-204.96884380591553,0.3632974174544486
202,4.803037299008736,0.3614809303671764
203,-72.4976286456616,0.3596735257153405
204,-149.56033158179807,0.3578751580867638
205,-134.26918742710998,0.35608578229633
206,-116.47025903929506,0.3543053533848483
207,-239.93705570874337,0.35253382661792404
208,-218.5088930931213,0.3507711574848344
209,-225.05004943573016,0.34901730169741024
210,-196.25730312860537,0.3472722151889232
211,-140.97106140191852,0.3455358541129786
212,-84.09599204076984,0.3438081748424137
213,-11.007462649834892,0.3420891339682016
214,-217.40399831711053,0.3403786882983606
215,-233.1355749538813,0.3386767948568688
216,7.607352725852593,0.33698341088258443
217,-105.80963997184806,0.3352984938281715
218,15.618575274160534,0.33362200135903064
219,-86.6829763314838,0.33195389135223546
220,1.871934729829249,0.3302941218954743
221,-360.0140180524767,0.32864265128599696
222,-250.88727809778808,0.326999438029567
223,-49.45182686902078,0.3253644408394192
224,-268.4624793748467,0.3237376186352221
225,-130.11576487824192,0.322118930542046
226,-119.33155252225095,0.32050833588933575
227,-0.656210209795205,0.31890579420988907
228,-18.345607501322487,0.3173112652388396
229,18.33319610959267,0.3157247089126454
230,-286.2749241650413,0.3141460853680822
231,-76.49342195742545,0.3125753549412418
232,-254.0345303727645,0.31101247816653554
233,-178.7869748020597,0.30945741577570285
234,-80.61417502434263,0.3079101286968243
235,-42.02740784742437,0.3063705780533402
236,-33.02280429128433,0.30483872516307353
237,-5.258954484957352,0.3033145315372582
238,-117.79498010701968,0.3017979588795719
239,-9.654779678116498,0.30028896908517405
240,-119.28834258180477,0.2987875242397482
241,-162.80515033947887,0.29729358661854943
242,-77.65032917164224,0.29580711868545667
243,-118.73156732298433,0.2943280830920294
244,-153.5122150733706,0.29285644267656924
245,-223.54680156195704,0.2913921604631864
246,-175.73960513659745,0.28993519966087045
247,-14.824571888536013,0.2884855236625661
248,-168.04878281911022,0.28704309604425327
249,-70.9794114615104,0.285607880564032
250,-97.26226090175172,0.28417984116121187
251,-73.762679557916,0.2827589419554058
252,-92.2794867669719,0.28134514724562876
253,-79.74863289369824,0.2799384215094006
254,-135.28241828016573,0.27853872940185365
255,-193.9111499588376,0.27714603575484437
256,-119.50536478510408,0.2757603055760701
257,-220.38879919289437,0.2743815040481898
258,-114.19222634074409,0.2730095965279488
259,-147.21231446017833,0.27164454854530906
260,-56.32342968327334,0.2702863258025825
261,-336.6541083640407,0.2689348941735696
262,-224.10571062404972,0.26759021970270175
263,53.23540276355521,0.2662522686041882
264,-51.07982137886595,0.2649210072611673
265,-86.41662639406663,0.26359640222486147
266,-60.362309679201694,0.26227842021373715
267,-40.616755106505146,0.2609670281126685
268,-186.29534373606492,0.25966219297210513
269,-205.14566823475573,0.2583638820072446
270,-7.50638605867089,0.2570720625972084
271,-20.122099181054256,0.25578670228422234
272,-91.85655170397048,0.25450776877280124
273,-63.298479198358166,0.2532352299289372
274,-30.624237895479546,0.2519690537792925
275,-56.721553844996734,0.2507092085103961
276,-91.3823993883942,0.2494556624678441
277,1.039574636365313,0.24820838415550486
278,-57.874173780240874,0.24696734223472733
279,-118.1788745015988,0.2457325055235537
280,-103.79112727737568,0.24450384299593592
281,-26.848099139558446,0.24328132378095624
282,244.8499284287994,0.24206491716205145
283,-279.7033338771204,0.2408545925762412
284,-7.0215047527870205,0.23965031961336
285,-27.482529553939415,0.2384520680152932
286,-45.762670460357924,0.23725980767521673
287,-56.76124140454671,0.23607350863684065
288,-35.1287716153439,0.23489314109365644
289,20.358344152591137,0.23371867538818816
290,-26.072232327123267,0.23255008201124722
291,-36.65628219028422,0.231387331601191
292,-79.24395917040559,0.23023039494318503
293,-65.22952945234577,0.2290792429684691
294,-34.00848988935976,0.22793384675362674
295,-42.03739970687555,0.22679417751985861
296,174.2774194791804,0.22566020663225933
297,249.92950398580697,0.22453190559909803
298,-45.849359803201885,0.22340924607110255
299,-56.755040737368454,0.22229219984074702
300,-17.803133222248842,0.2211807388415433
301,-43.278407706473814,0.22007483514733558
302,-50.120865841864656,0.2189744609715989
303,-15.440786998705828,0.2178795886667409
304,212.87671488666905,0.2167901907234072
305,-90.25030759703081,0.21570623976979014
306,11.752755816046303,0.21462770857094118
307,-69.4952646163566,0.21355457002808648
308,-304.44898328166175,0.21248679717794605
309,75.20974581818479,0.21142436319205632
310,-30.376664224127033,0.21036724137609603
311,-51.97644800523059,0.20931540516921554
312,-84.82300551442502,0.20826882814336947
313,-23.793862152698736,0.20722748400265262
314,-45.19413381239533,0.20619134658263935
315,-34.97366271606984,0.20516038984972615
316,-50.62607393494204,0.2041345879004775
317,-41.562305629294336,0.2031139149609751
318,4.097700210383156,0.20209834538617025
319,-94.2326436299911,0.2010878536592394
320,-63.91539414534472,0.2000824143909432
321,-94.32958521812398,0.19908200231898848
322,-50.3883635953091,0.19808659230739353
323,-49.781226407371534,0.19709615934585656
324,-80.25633164941871,0.19611067854912728
325,-53.67713897712213,0.19513012515638165
326,-46.32024809317669,0.19415447453059972
327,-51.00344176153793,0.19318370215794672
328,-38.08798942962301,0.192217783647157
329,-64.23465105647423,0.1912566947289212
330,-24.818456031171795,0.1903004112552766
331,26.659025903478835,0.18934890919900021
332,-13.549891479478152,0.18840216465300522
333,-52.272373238018865,0.18746015382974018
334,-29.15427673021343,0.1865228530605915
335,-6.733406726566803,0.18559023879528855
336,141.68958870254912,0.1846622876013121
337,-28.817719846698438,0.18373897616330553
338,-53.37805567109863,0.182820281282489
339,-58.074282314954075,0.18190617987607657
340,185.63880222433605,0.18099664897669618
341,46.92354278113331,0.1800916657318127
342,-35.42246089403102,0.17919120740315364
343,-82.6596700573467,0.17829525136613786
344,-74.5451307558683,0.17740377510930716
345,61.4781609836614,0.17651675623376062
346,139.6941514781142,0.1756341724525918
347,-86.86086386568644,0.17475600159032884
348,-60.99106156294709,0.17388222158237718
349,-16.956370005056268,0.1730128104744653
350,-44.51050417584222,0.17214774642209296
351,-43.28518315080634,0.1712870076899825
352,-25.74836281011406,0.17043057265153258
353,151.87258378234318,0.16957841978827493
354,111.23458524739901,0.16873052768933355
355,-26.233675038904625,0.1678868750508869
356,239.42615313594195,0.16704744067563246
357,-5.164454848339403,0.1662122034722543
358,-44.8938820443456,0.16538114245489302
359,-43.616074674594884,0.16455423674261854
360,25.226675079408906,0.16373146555890544
361,-41.83079768352891,0.16291280823111093
362,-27.906648386143512,0.16209824418995536
363,15.13113651038634,0.16128775296900558
364,129.72902249763442,0.16048131420416054
365,248.64686958492135,0.15967890763313974
366,-27.239233197535057,0.15888051309497406
367,216.3906745864464,0.1580861105294992
368,43.5313227802201,0.1572956799768517
369,-20.93107544572967,0.15650920157696743
370,20.212828437956233,0.1557266555690826
371,125.31365992386301,0.1549480222912372
372,38.175294729820905,0.15417328217978102
373,27.836745390307563,0.1534024157688821
374,-22.386590116916935,0.1526354036900377
375,27.057818352387052,0.1518722266715875
376,-78.82674693483152,0.15111286553822956
377,52.856075940269136,0.15035730121053842
378,153.60902518037895,0.14960551470448571
379,-19.955819199018915,0.14885748713096328
380,141.95407249935357,0.14811319969530845
381,46.714053775844576,0.1473726336968319
382,-41.0225530996428,0.14663577052834775
383,5.549773748275951,0.14590259167570602
384,-32.80114723195426,0.1451730787173275
385,-27.639032648874394,0.14444721332374086
386,175.73569934075948,0.14372497725712216
387,148.67879267306358,0.14300635237083656
388,153.34337001778493,0.14229132060898236
389,276.62425134473983,0.14157986400593744
390,103.11936583198067,0.14087196468590776
391,206.09479970337327,0.14016760486247823
392,14.06001211403084,0.13946676683816583
393,-12.704627766220923,0.138769433003975
394,135.3552531530469,0.13807558583895513
395,2.7649653084760217,0.13738520790976036
396,260.160683483514,0.13669828187021155
397,234.99306671490902,0.13601479046086049
398,163.07301203052282,0.1353347165085562
399,12.30386966406564,0.1346580429260134
400,-37.084111392989435,0.13398475271138335
401,23.988905728642592,0.13331482894782642
402,250.280156435485,0.13264825480308728
403,204.64794917125317,0.13198501352907185
404,290.61951284368786,0.1313250884614265
405,236.45495315873123,0.13066846301911936
406,5.474835907218534,0.13001512070402377
407,186.405313315328,0.12936504510050365
408,-69.02380481381842,0.12871821987500112
409,26.322370637756762,0.12807462877562611
410,-300.73053242988374,0.12743425563174798
411,56.35518599044324,0.12679708435358925
412,-24.918626678898065,0.1261630989318213
413,-53.124986535231685,0.1255322834371622
414,-138.60483980176605,0.12490462201997637
415,208.03539952462637,0.1242800989098765
416,-48.97544840902917,0.12365869841532712
417,-230.12004533735433,0.12304040492325048
418,-111.4023374082392,0.12242520289863423
419,23.41970922616116,0.12181307688414106
420,-65.67559246609784,0.12120401149972035
421,-47.77544941270551,0.12059799144222175
422,-74.56263268954707,0.11999500148501063
423,26.70915696598448,0.11939502647758558
424,52.730775481568315,0.11879805134519765
425,-42.88212512550543,0.11820406108847166
426,280.21263814733356,0.1176130407830293
427,-2.00693266613402,0.11702497557911415
428,223.04310131647316,0.11643985070121858
429,232.1731866392414,0.11585765144771248
430,-45.34027899330288,0.11527836319047392
431,-31.830266876849578,0.11470197137452155
432,152.08214472905206,0.11412846151764894
433,117.85881497185477,0.1135578192100607
434,164.10540210047193,0.11299003011401039
435,100.056993164678,0.11242507996344034
436,-86.37470138816846,0.11186295456362313
437,291.4399234396467,0.11130363979080501
438,200.58150426130177,0.11074712159185099
439,-5.855247740890476,0.11019338598389174
440,10.741399063192482,0.10964241905397228
441,-296.7925244385649,0.10909420695870241
442,252.58260941652037,0.1085487359239089
443,222.91750116029607,0.10800599224428936
444,17.249970708533585,0.10746596228306791
445,93.08508306534091,0.10692863247165257
446,-30.979784462803806,0.1063939893092943
447,-80.01908640563936,0.10586201936274783
448,260.2671481979679,0.10533270926593409
449,-4.972537553642553,0.10480604571960442
450,-26.205758811322987,0.1042820154910064
451,239.1156245647435,0.10376060541355137
452,49.59663016340075,0.1032418023864836
453,96.78600575736003,0.10272559337455119
454,12.29067044990768,0.10221196540767843
455,-5.741690498791868,0.10170090558064004
456,21.87648390026068,0.10119240105273684
457,243.4126697269914,0.10068643904747315
458,138.70601723483844,0.10018300685223579
459,3.301506517953044,0.0996820918179746
460,22.53638885390916,0.09918368135888474
461,10.98691158161445,0.09868776295209031
462,23.52301478015201,0.09819432413732986
463,204.19946582214826,0.09770335251664321
464,38.05056743662257,0.09721483575406
465,17.393371785393242,0.09672876157528969
466,39.22573847350026,0.09624511776741324
467,237.59696170465884,0.09576389217857617
468,-55.884040428738615,0.09528507271768329
469,17.889397595922702,0.09480864735409487
470,139.6948671527819,0.0943346041173244
471,-6.859533596089648,0.09386293109673778
472,226.0643978394043,0.09339361644125409
473,26.032139930474017,0.09292664835904782
474,153.1195173334093,0.09246201511725258
475,8.806119378552467,0.09199970504166631
476,15.544274795818808,0.09153970651645797
477,4.5193769558734544,0.09108200798387568
478,291.6626588590363,0.0906265979439563
479,202.9274217539339,0.09017346495423652
480,250.8157203693154,0.08972259762946533
481,31.645505566871606,0.089273984641318
482,28.54586403422752,0.0888276147181114
483,-250.42789624353452,0.08838347664452084
484,33.4644856374172,0.08794155926129824
485,238.80603133116114,0.08750185146499175
486,227.91971897957083,0.08706434220766679
487,-4.935753315772246,0.08662902049662846
488,275.61800035294186,0.08619587539414532
489,199.8619868318695,0.08576489601717459
490,268.51487928809854,0.08533607153708872
491,239.77679391260506,0.08490939117940327
492,290.6089693386858,0.08448484422350626
493,268.58685969143244,0.08406242000238873
494,45.24032352792878,0.08364210790237678
495,4.882483595467249,0.0832238973628649
496,271.61089211861236,0.08280777787605056
497,22.635825858648815,0.08239373898667031
498,258.90345591973954,0.08198177029173696
499,268.9476459487166,0.08157186144027828
500,259.131486990677,0.0811640021330769
501,273.83564087291325,0.08075818212241151
502,-31.527958762654762,0.08035439121179945
503,5.471608603904784,0.07995261925574046
504,-208.6742456981985,0.07955285615946175
505,294.55603123738933,0.07915509187866444
506,-108.80214466615152,0.07875931641927113
507,240.94712166122963,0.07836551983717477
508,272.95901369393795,0.07797369223798889
509,-110.84901217296559,0.07758382377679894
510,243.94224844583985,0.07719590465791494
511,224.75981640373942,0.07680992513462537
512,269.1017262577449,0.07642587550895225
513,187.01394564066527,0.07604374613140748
514,272.36173040402286,0.07566352740075044
515,275.5225150181518,0.07528520976374668
516,226.82035991868133,0.07490878371492794
517,279.69710327700375,0.0745342397963533
518,224.57194400522468,0.07416156859737154
519,6.546477467414917,0.07379076075438468
520,215.8630954517106,0.07342180695061275
521,278.5838934234465,0.07305469791585968
522,205.89652751074595,0.07268942442628039
523,255.40367006649512,0.07232597730414898
524,272.8811136333279,0.07196434741762824
525,265.0664104976785,0.0716045256805401
526,291.20219523349124,0.0712465030521374
527,261.95716555452645,0.0708902705368767
528,230.89027665723003,0.07053581918419231
529,272.7849993007589,0.07018314008827135
530,-210.19228610333806,0.06983222438783
531,285.4053301799718,0.06948306326589085
532,256.55341822024945,0.0691356479495614
533,-90.51075691472143,0.06878996970981359
534,-31.87060638253503,0.06844601986126451
535,245.6492345051104,0.06810378976195819
536,237.84780476068008,0.0677632708131484
537,196.94011166355588,0.06742445445908266
538,280.3031366233018,0.06708733218678724
539,265.22428877148946,0.0667518955258533
540,261.1232585627438,0.06641813604822402
541,283.27105410039485,0.0660860453679829
542,281.93620646938894,0.06575561514114299
543,292.58544497127247,0.06542683706543727
544,257.7370430153322,0.06509970288011008
545,231.5461443626332,0.06477420436570952
546,289.1847343068115,0.06445033334388098
547,-53.1041437487292,0.06412808167716157
548,191.59909993691622,0.06380744126877576
549,257.96663421687697,0.06348840406243188
550,287.6779242373402,0.06317096204211972
551,-105.37632154422298,0.06285510723190912
552,288.4708346384175,0.06254083169574957
553,264.1995040201189,0.062228127537270826
554,243.82019463875693,0.06191698689958447
555,-3.2545742771817032,0.061607401965086545
556,293.6552365726966,0.06129936495526111
557,-32.70781868124844,0.0609928681304848
558,42.71670810103771,0.060687903789832374
559,265.02724255129306,0.06038446427088321
560,233.87375403895237,0.06008254194952879
561,261.8532884266622,0.05978212923978115
562,291.6277979054851,0.05948321859358224
563,235.06352058674764,0.05918580250061433
564,253.85467353544195,0.058889873488111255
565,142.89954942569793,0.058595424120670696
566,278.9831034921349,0.05830244700006734
567,261.4374057907803,0.058010934765067
568,14.466283127703264,0.05772088009124167
569,257.6298535214506,0.05743227569078546
570,1.0964322338176942,0.05714511431233153
571,-58.67398422968921,0.05685938874076987
572,-21.89928704919106,0.056575091797066025
573,236.27588227797438,0.056292216338080694
574,136.86171220003413,0.05601075525639029
575,242.25723386834034,0.05573070148010834
576,243.08914645304048,0.0554520479727078
577,-65.12299882881956,0.05517478773284426
578,266.0230866869594,0.05489891379418004
579,245.2227652210065,0.05462441922520914
580,293.7619745442898,0.0543512971290831
581,253.3610941217436,0.05407954064343768
582,16.665465851160818,0.05380914294022049
583,-311.00289561660895,0.05354009722551939
584,241.40375615793172,0.05327239673939179
585,236.6005250359256,0.053006034755694834
586,291.4044149023425,0.052741004581916356
587,-78.11711197677853,0.052477299559006776
588,247.5669718510711,0.052214913061211746
589,206.16796053719776,0.05195383849590569
590,-47.583520412703706,0.05169406930342616
591,234.28872151207713,0.05143559895690903
592,234.70954318796723,0.051178420962124486
593,233.90844231916884,0.05092252885731386
594,242.91719961812672,0.05066791621302729
595,240.61477681873384,0.05041457663196215
596,273.0232781205849,0.050162503748802344
597,285.5791441784414,0.049911691230058335
598,27.546933298616224,0.04966213277390804
599,253.8866587084021,0.0494138221100385
600,-81.12978824695215,0.04916675299948831
601,-192.9521079724923,0.04892091923449087
602,258.6730579992403,0.04867631463831842
603,25.519507853465655,0.048432933065126825
604,27.43533181247119,0.048190768399801194
605,242.43139462392847,0.04794981455780219
606,20.803602556841355,0.04771006548501318
607,13.555928882700925,0.047471515157588115
608,244.713054953261,0.047234157581800176
609,276.6913025268902,0.046997986793891174
610,262.9987258325998,0.04676299685992172
611,270.49422899284366,0.04652918187562211
612,303.5508073739097,0.046296535966244
613,214.43418691307983,0.046065053286412784
614,276.95908874598786,0.04583472801998072
615,241.6199070906426,0.045605554379880814
616,264.3998295448553,0.04537752660798141
617,250.82186307893187,0.0451506389749415
618,8.625934029925304,0.044924885780066794
619,235.89075687673332,0.04470026135116646
620,244.08924224035036,0.04447676004441063
621,271.962471840228,0.04425437624418858
622,276.9605207362848,0.04403310436296763
623,264.1142155964071,0.043812938841152796
624,248.96733416331088,0.04359387414694703
625,243.0914782897805,0.043375904776212296
626,202.778521416888,0.043159025252331236
627,252.8575596814529,0.04294323012606958
628,279.09736372799955,0.04272851397543923
629,-27.489721832807064,0.04251487140556204
630,278.74310000617044,0.04230229704853423
631,227.17206838614027,0.04209078556329156
632,269.599821270957,0.0418803316354751
633,273.70373916708013,0.041670929977297724
634,250.02376340035076,0.04146257532741124
635,267.89993640313105,0.04125526245077418
636,236.51324892780468,0.04104898613852031
637,261.9993520902905,0.04084374120782771
638,259.4416582691074,0.04063952250178857
639,238.17626582168694,0.04043632488927963
640,254.0837648171741,0.04023414326483323
641,247.66901529420062,0.040032972548509065
642,47.364672856995156,0.03983280768576652
643,253.70271879592778,0.03963364364733769
644,255.73897414411817,0.039435475429100995
645,278.9083823071266,0.03923829805195549
646,265.8592263740846,0.03904210656169572
647,-162.27589161646443,0.03884689602888724
648,267.95066656685935,0.0386526615487428
649,249.40817001689027,0.03845939824099909
650,244.28856135523085,0.03826710124979409
651,249.88402803556562,0.038075765743545126
652,241.23382137717496,0.0378853869148274
653,267.15163123824266,0.03769595998025326
654,260.3748888268768,0.03750748018035199
655,-206.06386317558312,0.037319942779450235
656,5.968687742255682,0.037133343065552986
657,249.37124035172155,0.03694767635022522
658,281.14662907930256,0.036762937968474095
659,246.11578444498397,0.03657912327863173
660,237.26923891371433,0.036396227662238566
661,266.5797507644339,0.03621424652392737
662,278.5841361177954,0.036033175291307735
663,241.484253130892,0.03585300941485119
664,-308.42797217787677,0.035673744367776934
665,262.62590022758,0.03549537564593805
666,235.82849139178103,0.035317898767708356
667,253.56852013370627,0.03514130927386981
668,263.7393953988057,0.03496560272750046
669,256.26334242434046,0.03479077471386296
670,258.57394104269883,0.03461682084029365
671,279.9624952474957,0.034443736736092176
672,256.6759787956473,0.034271518052411715
673,239.70656061688464,0.034100160462149656
674,230.97607040183115,0.03392965965983891
675,270.66630397278715,0.033760011361539714
676,263.0829830869743,0.03359121130473201
677,263.3788950876883,0.033423255248208356
678,248.440948303701,0.03325613897196732
679,297.65067255410554,0.03308985827710748
680,244.03146725812277,0.032924408985721944
681,240.00365904109808,0.03275978694079333
682,259.9835172885827,0.032595988006089364
683,281.53971110653947,0.032433008066058915
684,266.6805807498405,0.03227084302572862
685,259.78691809123893,0.032109488810599975
686,253.56941303436145,0.031948941366546975
687,273.2592523784789,0.03178919665971424
688,256.26867642294735,0.03163025067641567
689,252.35593117844294,0.03147209942303359
690,254.13155622957618,0.03131473892591842
691,234.98072224114492,0.031158165231288826
692,283.021155829497,0.03100237440513238
693,248.8464266400729,0.030847362533106718
694,266.1016815691288,0.030693125720441184
695,280.86451485118437,0.030539660091838977
696,277.62603006180467,0.03038696179137978
697,272.3129008174494,0.030235026982422884
698,243.39215589355538,0.030083851847510768
699,276.175457386149,0.029933432588273214
700,227.9440407300018,0.029783765425331846
701,240.96312845750722,0.029634846598205186
702,226.62070218623512,0.02948667236521416
703,263.50120768885984,0.029339239003388088
704,238.70997138272583,0.029192542808371146
705,248.82361579673372,0.02904658009432929
706,260.2958330873903,0.028901347193857643
707,263.96099177246805,0.028756840457888354
708,272.7233785133389,0.02861305625559891
709,251.33298701494274,0.028469990974320916
710,239.92053746170848,0.02832764101944931
711,271.1949204260277,0.028186002814352063
712,253.2400906931234,0.0280450728002803
713,263.5061863526083,0.0279048474362789
714,255.20015838546234,0.027765323199097504
715,287.75668940014475,0.027626496583102015
716,275.2708169088634,0.027488364100186506
